total_floor_area,number_of_floors,building_age,occupancy_peak,occupancy_off_peak,peak_hours_per_day,base_occupant_count,peak_occupant_count,off_peak_occupant_count,climate_zone,climate_description,outdoor_temperature,humidity,hvac_system_type,has_energy_recovery,hvac_efficiency_base,hvac_efficiency_peak,hvac_efficiency_off_peak,lighting_power_density_base,equipment_power_density_base,lighting_power_density_peak,equipment_power_density_peak,lighting_power_density_off_peak,equipment_power_density_off_peak,total_operating_hours,weekday_numeric,has_elevator_numeric,floor_height,building_type,avg_daily_occupants,avg_lighting_power,avg_equipment_power,avg_hvac_efficiency,occupant_density_peak,occupant_density_off_peak,hvac_type_factor,energy_recovery_savings,peak_load_intensity,energy_consumption_kwh,building_id,building_name,location,building_type_numeric,hvac_system_type_numeric
30786.718288757784,15,97,1.0727200867625093,0.36586081805773135,8,398,426,145,4,Mixed-Dry,23.39757431531125,21.97938536981902,Chiller,0,0.7520212777127705,0.7333533750516092,0.7923318863330877,17.752464325658433,7.65899061673762,23.20849985407969,11.99630896274374,7.45538520198994,2.01103663573738,12.762931046235993,0,1,3.066714470987579,Residential,321.13508933459093,17.329677929904108,8.26995775085298,0.7553632551822537,0.013837135741601926,0.00470982319843258,1.0,0.0,2.1965997952712626,76929.63699429123,B00020,Sweeney-Cantu Building,East Debbie,4,0
7404.946102276071,3,34,0.7021219742219347,0.3727216797478042,4,1673,1174,623,6,Cold,14.677960727200352,61.45741707725456,VRF,1,0.7592539387020293,0.7073947970623305,0.8342856813097811,7.341471122534818,5.8079963653114905,9.60022400513151,10.074314473959001,3.4434244400119427,1.3299288691313251,9.739326669989357,5,1,4.0473175468080695,Healthcare,849.2990116956832,5.972059025846733,4.921300593738333,0.7821708324923775,0.15854267995808174,0.0841329553780962,1.1,0.1208502738076705,1.5925754059706199,115505.30987455219,B00021,Hawkins Ltd Building,Jenniferburgh,2,4
14961.160102493299,29,45,1.2586787053413095,0.26430196380289267,4,270,339,71,4,Mixed-Dry,22.811313927113034,86.9795294852113,VRF,0,0.9320669292678617,0.8953720055134365,0.9489420058403952,15.423320525103478,5.7625249452046745,20.471504578333064,7.940509339163724,8.774786334747509,1.3567030908841282,15.296019808030394,4,0,4.563326379232402,Office,141.08359125144446,11.833547604772747,3.0784075161943267,0.9349331326827298,0.022658670696499343,0.004745621296316971,1.1,0.0,2.3020900403504037,33341.1888046933,B00022,"Elliott, Gomez and Evans Building",Cunninghamton,3,4
18634.91124303774,6,88,0.916870650864725,0.341308725231313,5,612,561,208,3,Warm-Humid,26.91057364123422,75.65672436591885,Heat Pump,0,0.8660471116435622,0.8287739363355512,0.9289585910410817,15.447549324313224,13.715771857460185,22.46848711050738,20.745398278681446,10.606099127563299,5.877153116160203,10.712511864105048,3,1,4.9354808841739475,Office,372.76061099302717,16.142796838345763,12.816816451489155,0.8821980105271761,0.03010478518965833,0.011161845489213782,1.05,0.0,2.0170833086190076,40696.292649140305,B00023,Pacheco LLC Building,Longborough,3,1
23075.46421874328,17,9,0.9381591174306092,0.3378324535620954,9,1870,1754,631,1,Hot-Humid,30.6116744374642,44.1917955533692,Split,1,0.7022050061679338,0.6811123882776013,0.7354324466042331,10.951315941056576,6.917430048380524,15.932132625193256,10.818553033535606,6.8382014504492625,1.9559652651329293,14.895258217455025,1,1,4.316196155379201,Office,1309.5380859095212,12.332928656774921,7.310910359146364,0.7026112280793476,0.07601147189815993,0.02734506201125366,0.9,0.2089327227229741,2.134560706107352,501845.12453681335,B00024,Powell-Flores Building,Port Jessicahaven,3,3
39366.210088954176,26,7,0.804465548519941,0.3868628447061811,5,1804,1451,697,3,Warm-Humid,27.82348444228504,29.674535245312583,Split,0,0.8186242054341696,0.7807727500967592,0.8866143577107153,7.294986378697384,11.66738529546986,10.048779460693957,17.87524119104602,2.357154817762271,5.375619036237652,17.366862430018102,4,1,3.080598398656405,Residential,914.080086583957,4.571609119431911,8.974318054317955,0.8561420694547168,0.03685902190536595,0.017705539812570687,0.9,0.0,1.6977535614410728,126304.73564613672,B00025,Cummings PLC Building,New Stephenton,4,3
10383.852216838806,21,16,0.9268909679754767,0.2778842296021761,4,1967,1823,546,4,Mixed-Dry,27.685457462722784,52.5545103739085,Chiller,0,0.8078651878503574,0.7780074238581758,0.8405055720598452,6.981615833852494,5.848577918501542,10.455162603615733,7.799379387190877,2.948291473334301,2.6744468571441495,20.841634404419175,2,1,4.4382179426246555,Office,791.0863449997433,4.389036663392852,3.6580419880442596,0.8285107069760554,0.17556105017016338,0.05258164201476095,1.0,0.0,1.8510291581824811,77989.48805891396,B00026,"Short, Nguyen and Jones Building",Port Vincent,3,0
25954.604701473774,8,19,1.1823661184656313,0.37452452538445813,7,103,121,38,1,Hot-Humid,30.441292294041848,47.50653053248838,Packaged,0,0.8842444497571657,0.8030303479010286,0.9110361216749562,16.092139272263488,12.708494738718738,23.385872971040367,17.460537161546466,5.143544652464099,2.9857903951016618,19.071779646834067,5,1,4.4582790133315156,Educational,68.46385868329003,11.839107447057922,8.29852099714243,0.871394282768591,0.004661985855370369,0.0014640947314386282,0.85,0.0,2.3607786386545477,24086.13415177582,B00027,"Williams, Williams and Jones Building",Halestad,1,2
29824.5211586711,21,6,1.1799950035333209,0.2722856127910829,4,1290,1522,351,4,Mixed-Dry,20.418276652655436,88.02130720166964,Split,1,0.6333579385938942,0.6121580976056861,0.646518242184788,8.302661207856145,11.132903894459016,11.659599646804503,15.327585838694914,2.6956028174921873,4.004562344113683,19.816890754746275,5,0,4.0742502791881705,Office,587.364021882603,4.504967755766448,6.290092124686207,0.6395827153144342,0.05103183356751053,0.011768839410115766,0.9,0.236610708773656,2.2814543690359126,90967.17986617933,B00028,"Orozco, Gonzales and Mcintosh Building",North Bethmouth,3,3
2799.2954296398875,11,11,1.2614781045372716,0.333933581661172,5,145,182,48,4,Mixed-Dry,26.184459795081644,89.29076381558954,Chiller,0,0.8454450570312413,0.7773183245747385,0.9191879161681342,14.051806367673935,12.074447907784824,17.702992980618763,19.29515558627553,4.931936928114256,5.093459570435957,17.448280045071577,5,0,3.7556207805588535,Healthcare,86.39920028044526,8.591626026270324,9.163114567706296,0.8785335963076882,0.06501636021440338,0.017147171924677816,1.0,0.0,2.53965813594676,10685.4021259616,B00029,Mckay-Gray Building,Monroeville,2,0
30573.4701691212,38,76,0.9419376836084775,0.23681170980119212,6,534,502,126,5,Cool-Humid,21.636740125119882,48.74092594266538,Heat Pump,0,0.7159094441138323,0.6723807699520652,0.7673352571894437,17.988224248074424,8.274441223106143,24.55247303974582,12.53106986704726,7.7067439125289185,3.3494322303780932,9.30186765885772,6,1,3.8793217414703056,Office,368.5319390404055,18.572774098096346,9.27188004843059,0.7060865978536224,0.01641946423559774,0.00412122010694286,1.05,0.0,1.9470566954777784,69799.84152649112,B00030,"Watson, Ford and Adams Building",Lake Johntown,3,1
8940.94412252093,8,61,1.1252329022491505,0.21119016435844346,6,1743,1961,368,1,Hot-Humid,26.29181640869568,30.41487884709558,VRF,0,0.6453712142493362,0.613911595546649,0.6503341480436592,13.896491573005205,13.554774782638196,17.567555850527075,18.828749881109314,5.455758020986848,3.1325228516881656,22.080460757010172,4,0,4.890418720522189,Office,800.8714017874604,8.746938752085027,7.397712931411803,0.6404369218314444,0.21932806794536697,0.04115896430591282,1.1,0.0,1.9759583106493148,97727.19664650183,B00031,Brooks-Bean Building,Jessefurt,3,4
3720.053852771336,42,42,1.0043425331245344,0.2961761917975202,9,507,509,150,5,Cool-Humid,16.938051585686534,83.74266847500337,Split,1,0.8561206658768048,0.8293135738640229,0.9172040394911213,19.60943511647524,7.488149086479691,25.30591463825727,12.492677018086995,8.64520928847227,2.220410946895726,19.17034089793689,5,1,4.774796755113039,Commercial,318.5416037827329,16.46699758876286,7.042985314922271,0.8759416438532318,0.13682597622096498,0.04032199692169892,0.9,0.11216268443664404,2.162319377039441,51583.283344012525,B00032,"Thompson, Richards and Duffy Building",Tammyton,0,3
47469.834094039994,24,13,1.1824136737114785,0.2823715251949225,8,1211,1431,341,4,Mixed-Dry,25.301979903097966,75.54795929668953,Chiller,1,0.7160761083539469,0.6976319457739292,0.7185834940423933,14.68252839243184,10.210740600587089,20.640098519627188,17.373402498600317,9.23243260137289,3.9167677860821186,20.63823403011714,3,1,3.5682895330263937,Office,763.5167709250221,13.65438688354925,9.132963975302992,0.7104620440237959,0.03014546031833861,0.007183509411987049,1.0,0.11568080439638313,2.828186194616338,143888.79052741235,B00033,Black LLC Building,North Billy,3,0
48298.78563719069,35,12,1.1275252054797982,0.322080773609404,6,121,136,38,3,Warm-Humid,25.333394051563907,55.78919446589883,Split,0,0.8555433102847416,0.8302981670650514,0.871082236782263,9.719046701468102,10.680865370915251,12.200571185087151,15.007329315241913,6.016807040901592,4.008538951258737,23.054859071725353,0,1,3.1481384963579933,Commercial,63.50438491819399,7.626124397806032,6.870961227560268,0.8604682305312608,0.002815805784882472,0.0007867692634230437,0.9,0.0,1.9887478588571503,52308.022156065854,B00034,Singh Ltd Building,North Gina,0,3
40515.668731764825,14,85,0.9207417551717654,0.4885947860001019,5,1297,1194,633,7,Very-Cold,-1.8160606361410259,45.57482501105989,Split,1,0.6568529325213439,0.5974146692345588,0.6957910236953545,17.787009976489912,14.427016631670346,21.82914881410466,23.9687881389829,7.831541426646395,6.408596561643579,23.490142111653377,1,1,4.489971846694498,Healthcare,752.4117935373599,10.811005603773296,10.146375476277683,0.6748511004728399,0.029470080030146166,0.015623585141610153,0.9,0.2033729633421974,1.8773326604683687,102698.65154369526,B00035,Bauer-Gibson Building,Port Nicole,2,3
15578.381574081848,14,74,0.9020043005522155,0.3566687884310985,6,1447,1305,516,2,Hot-Dry,35.86275785362505,51.37160793198092,Packaged,0,0.9450747385669641,0.8871325816526554,0.9888799291728247,9.663685569051417,4.614272269941444,13.1374295243097,6.145321924385493,5.44962768501341,1.000483631233202,23.415835400097915,3,1,4.0659984896296155,Office,718.1708779170956,7.41952584357259,2.3187808105336964,0.9628085089270852,0.08376993423830123,0.03312282457238577,0.85,0.0,1.63311827329931,117062.94848183083,B00036,Johnson-Smith Building,North Tammymouth,3,2
5334.769643316002,10,20,0.8514654778167805,0.36595301184102697,7,378,321,138,4,Mixed-Dry,18.51166522867353,83.13168227135773,VRF,0,0.8811928054881518,0.8178055291783124,0.955255613997305,19.573555692828744,4.627261765759826,23.493853862816742,7.9957679272412845,8.789808011933056,1.5922739401137689,12.313399163165391,0,0,4.280522712613163,Educational,242.03301176429133,17.148858148477654,5.232573204023089,0.8771171096750258,0.06017129538145754,0.02586803352847707,1.1,0.0,1.7659877782030764,37019.956144160315,B00037,"Hamilton, Sullivan and Chapman Building",North Elizabethchester,1,4
34369.53481235177,12,50,1.0459094742931827,0.48248031163621224,4,945,988,455,3,Warm-Humid,23.491337429383695,32.925041343447695,Split,1,0.7012031250987052,0.6590202543879848,0.743828588393664,12.165979175911703,8.544617000005246,16.821590445035906,15.221060392990166,5.528011802767911,3.88510599407041,21.62595901468976,1,1,4.887725024092556,Healthcare,553.585223367519,7.616904810397614,5.981836944354676,0.7281421933629378,0.02874638849184922,0.013238468384404246,0.9,0.2118975418359206,2.5761217926119166,92507.80825147331,B00038,"Peterson, Lee and Rubio Building",Julieview,2,3
22287.548440110266,38,36,1.2783057109563158,0.4763441412775499,4,1624,2075,773,4,Mixed-Dry,27.89959656545748,76.47484647864297,Split,0,0.8591834889216672,0.8288434159797137,0.9420925100401515,19.298706023934223,14.014507435987696,28.376865089550357,19.31107228666479,11.005839113973876,6.9805921587501265,23.338622640678295,6,1,4.885759981534473,Office,996.1494154639042,13.98305439235958,9.093909695565367,0.9226827795168002,0.09310131195343502,0.034683042959038686,0.9,0.0,2.5899984563524843,109366.97193882518,B00039,Mullins-Diaz Building,Jerryfurt,3,3
6540.892624816552,44,92,0.8200400425705395,0.46523358617012534,5,1411,1157,656,4,Mixed-Dry,23.27404934686844,21.273344297900877,Chiller,1,0.6475299565158786,0.595269155812836,0.7029056530379506,7.7539735568220856,3.260221295656892,9.747309301834003,5.519815396688364,3.518200141926904,0.7777214521666767,19.30110962044586,3,0,4.66040547468734,Commercial,785.7852843313437,5.131866216676446,2.0061725717588734,0.6750221532439559,0.1768871721896596,0.10029212182922792,1.0,0.23963214882250564,1.745311558569673,103619.15596823783,B00040,"Gomez, Gaines and Hall Building",New Deborahborough,0,0
25011.257050507873,46,88,0.7571514729425951,0.2293984226089139,8,777,588,178,1,Hot-Humid,33.72927298311075,84.44003951994596,VRF,1,0.8287031082590698,0.7874419281640798,0.8568968557073074,5.170977578443989,6.3153072875878,6.7989602679607355,8.517138961607872,2.6873772469968964,2.486792934573852,19.454758838042736,2,1,3.52987169817553,Office,346.5962816247373,4.378103122425939,4.966534195716396,0.8283362641846154,0.023509414133507545,0.007116795434973372,1.1,0.18917402300145486,1.3426161473576883,56713.33975525947,B00041,Bradley-Flores Building,Danielland,3,4
2202.2317952033104,34,69,0.7716403852457882,0.3902892231560991,4,595,459,232,4,Mixed-Dry,25.500990669482864,55.0208095752344,Chiller,0,0.6208729026463945,0.6137248904604999,0.6726630745728628,7.941969439379824,6.403035888927725,11.713689737074837,11.401410500166287,2.74863929618451,1.2831644304831566,22.1471838714145,0,1,4.602711638673193,Educational,272.9984404912067,4.3678158909048115,3.110619537810425,0.6620182568019796,0.20842492647674493,0.10534767525621967,1.0,0.0,2.0265302955605433,31115.43113901959,B00042,Bautista-Wilson Building,Port Alexandra,1,0
45511.35990289971,41,37,1.16985920575009,0.44242969414805355,6,1416,1656,626,4,Mixed-Dry,23.479543207122312,35.872347843882054,Chiller,1,0.7166856109184329,0.6974158596835801,0.7790326215482457,6.47552552130302,6.659431233622675,9.138011362928138,10.162530535284828,3.3382971323210953,2.0301871129767974,12.600773673393059,0,0,4.694263542123241,Residential,1116.446075787336,6.099896244058175,5.902493829895174,0.7401698831259208,0.03638651983885213,0.013754807620242414,1.0,0.13845683542299253,2.5192716308400285,175571.71542039956,B00043,Dunn-Gonzalez Building,Whiteheadtown,4,0
13309.609089200838,10,12,0.9100628825707382,0.4506724068731285,7,682,620,307,5,Cool-Humid,20.088748989505277,20.19995519720277,VRF,0,0.9424618908626602,0.9165785992021355,1.0338547756850716,16.00934033604868,3.296459629358125,19.86109341072735,5.1676579636383915,9.554370848291322,1.0991234460687918,11.069847385766352,4,1,3.001779974026559,Office,504.92504120853516,16.071810106742088,3.6718546347215417,0.9596953761222455,0.04658288578160091,0.023066041830566906,1.1,0.0,1.7698934336324281,66955.63238323094,B00044,Roberts-Richards Building,North Aaronshire,3,4
33294.85307552211,17,99,0.8346200966154278,0.37337214275056885,8,520,434,194,1,Hot-Humid,27.87158495433571,59.16825281213419,Heat Pump,0,0.6423221309728429,0.6326048491323131,0.643129075601105,8.96818482766202,12.90727599996562,11.789561037384503,21.709368091399956,5.877287608175572,3.920708335458804,14.99137227730723,2,1,3.8171173454454856,Residential,322.07366560473895,9.032314817076772,13.413453590204155,0.6375129245114691,0.013035047759951537,0.005826726418042853,1.05,0.0,1.845416963365283,67311.50516981164,B00045,"Sparks, Chapman and Jackson Building",Melodyville,4,1
15929.698266425843,17,40,0.9117064710241,0.20524866424585075,8,722,658,148,3,Warm-Humid,26.371164488122982,37.11415093918867,Heat Pump,1,0.8090984113543459,0.7604914191448946,0.8798738341038391,14.592112841844045,3.1069134319209257,20.820005508263225,4.425460882001547,5.237160349485987,1.2034715771908713,23.19806037052951,6,0,3.62600997482891,Office,323.8767730936322,10.611004510551613,2.3145952671365517,0.8387040421291251,0.04130649488740353,0.009290822558260976,1.05,0.15857042958428136,1.8528789674128399,40744.897558620614,B00046,Adams-Johnson Building,Manningchester,3,1
