location,climate_zone,climate_description,avg_annual_temp,avg_summer_temp,avg_winter_temp,avg_humidity,heating_degree_days,cooling_degree_days,solar_radiation_kwh_m2,rainfall_mm
City_1_17,1,Hot-Humid,34.2083829328083,32.196297874415436,26.17371418760054,96.90455625809979,-98.10726502613767,3886.7404540794455,1240.7751415547639,1263.6072977388353
City_1_18,1,Hot-Humid,25.3480097068016,35.137125949612056,22.87539257254779,79.73592430635182,-83.88484684676067,4309.986881003508,2136.7299887367344,447.5376994627878
City_1_19,1,Hot-Humid,27.65024012299129,34.35587696758865,26.62703443473934,62.69135683566045,145.49198692082587,4261.428550856485,1729.6505783560065,635.334123620813
City_1_20,1,Hot-Humid,30.779648382745272,36.56364574355462,22.526098578243836,61.795433869157236,204.38831312337953,4059.3969346466374,2087.0864242651173,1603.7759825437229
City_1_21,1,Hot-Humid,27.959925835264528,35.464507394322005,25.58614494659736,67.85648581973632,473.1549022289513,4094.7665841823573,1851.9612595026006,603.6847570290076
City_1_22,1,Hot-Humid,27.075954989318035,36.57416920748491,27.317191158014808,66.7931768164829,292.67522584886433,4082.5561853872996,1857.6128923003434,1222.9554860038488
City_1_23,1,Hot-Humid,29.26383565199139,33.49252767128502,23.220971140748954,66.84189715034562,84.57965811717918,4068.2303949633288,2092.046555177113,1336.0495267950732
City_1_24,1,Hot-Humid,30.03900567563372,37.907068154314636,24.47068633352409,102.20169166589619,225.13346955300125,3828.5684887167436,1480.7723624408559,243.76873957661692
City_1_25,1,Hot-Humid,26.78732250581666,35.964944830486374,24.5530744293483,82.14000494092092,194.64752491470898,3985.4342174686253,2163.6199770892526,1735.417019841248
City_1_26,1,Hot-Humid,27.459618845794786,31.97030555062827,24.106970095865957,83.56398794323472,142.8187488260408,3750.8522442576023,2136.154774160781,1452.8536340149515
City_1_27,1,Hot-Humid,27.3484276913966,35.30745021189106,25.116417436892,63.57029702169377,171.55747206965665,4112.156905273647,1897.015740995268,1464.4713511767966
City_1_28,1,Hot-Humid,25.866991896128727,33.124349920169756,26.03007053441732,80.1378595091221,203.00953726120957,4770.546298130944,1998.2951789667752,1369.9350753999772
City_1_29,1,Hot-Humid,32.86200529047961,36.3027825026116,24.369461510719308,82.58969220493267,-54.56504290751437,3952.636278651998,1778.280140996174,264.69609283413575
City_1_30,1,Hot-Humid,36.94397570002052,31.265469614816503,26.372520380749027,58.87284128810348,5.613626842113291,4217.790119393473,1327.060512651885,1140.0378680986478
City_1_31,1,Hot-Humid,27.854088872220096,36.35919549786935,23.539266736565725,77.16458589581976,109.11436798076275,3869.6799304788365,1740.6351216101066,1347.3738226967719
City_1_32,1,Hot-Humid,23.924572240027178,35.372908629538856,23.676427070463223,83.52433334796224,-58.504147686540136,3977.0527117066204,1225.3507434154576,1932.7671464202651
City_1_33,1,Hot-Humid,31.51496183694137,36.73151038834024,22.59940718588845,71.65498764159051,5.01093776780877,3869.3341534852575,1749.2266647061206,1486.2726608601122
City_1_34,1,Hot-Humid,26.217348136994865,36.83572389410955,29.244312394025265,85.32465260551147,-203.8739931908027,3903.1531854267496,1555.9726786512615,1564.1229988358643
City_1_35,1,Hot-Humid,31.331458284438686,36.549268106858676,23.146139056843833,74.404746439382,-548.2534680138145,3795.122471733142,1373.2018699100151,980.9329686283514
City_1_36,1,Hot-Humid,34.897233911794906,32.13971724407873,24.119911026606033,76.30740577286092,388.2546578132231,3712.827569764112,1703.1362585800878,1741.6817141389802
City_1_37,1,Hot-Humid,27.055474046856148,35.92420694852654,25.398119391146942,68.99783122841205,113.96041699800378,3922.937280627648,2140.2302414249575,1235.8535201765822
City_1_38,1,Hot-Humid,34.75805044843606,32.524369002346305,29.266066749312532,55.47912200477498,69.64298099288335,4117.663441296915,2161.190563823914,1829.6311555209147
City_1_39,1,Hot-Humid,30.842975603205097,33.754600960358815,24.58375549928545,70.06999065341166,-17.872951388842353,4169.920419404205,1318.1648276216563,1454.126897655471
City_1_40,1,Hot-Humid,32.69879962629975,35.614599041753216,26.62572423767792,81.29628841923612,-65.79900218441449,3887.963791960606,1950.6147516408582,1652.3025306810753
City_1_41,1,Hot-Humid,29.937295218107554,35.23465476661757,27.55532979157685,69.0842861116417,209.41947623400753,3959.5614695132213,2058.412751843012,972.189249275033
City_1_42,1,Hot-Humid,32.47624904696409,36.62701927200128,27.61095761430866,75.21003841632759,236.3905942589928,3937.946648681309,1589.2016787341631,219.50777266453704
City_1_43,1,Hot-Humid,30.972499057465328,34.73971389126463,25.193991929985437,80.95157025436913,-63.644136646694506,4418.477455137092,1493.2107716980645,791.5961816658487
City_1_44,1,Hot-Humid,33.474332620500206,36.583325387925875,26.24823963410431,81.2834550926428,97.55064543061708,3820.549125702834,1257.5587600166443,1189.151988182724
City_1_45,1,Hot-Humid,32.925359200253254,34.70588523699572,23.349005606414977,71.78614158347007,182.5862908551249,3887.255089439205,1818.2180633162611,382.0208170210224
City_1_46,1,Hot-Humid,30.73489971332617,33.98611364925774,24.057923388763353,77.32049937357637,-189.61686829946484,3718.507245124689,2012.7995672575025,1905.0474392909457
City_1_47,1,Hot-Humid,27.844667336242694,34.573105696576306,25.62181513119601,89.75356216949552,271.5319246404039,3968.0122940073147,1311.1974823061514,1086.7251877235465
City_1_48,1,Hot-Humid,29.944460592022832,34.42268272215973,25.645437120676178,66.72769056447677,203.86930284823444,4306.547782600515,2162.172548474542,874.7670431426673
City_1_49,1,Hot-Humid,32.07043197513334,34.19755905622833,25.448184963620832,75.12592400781794,119.53521970976635,3845.3980432289068,2169.3025356190988,1141.5761195062678
City_1_50,1,Hot-Humid,34.353430823385125,36.91854165217041,29.306364915023114,67.3265243711195,274.46412734413565,4036.6684011476705,1245.4463803414578,705.7337412660146
City_1_51,1,Hot-Humid,36.56940879965302,33.3834034292897,23.32055631563845,69.00607354555977,-324.77914486196136,3894.8489956638477,1783.656111850872,339.9223465369727
City_1_52,1,Hot-Humid,31.025267927331477,38.752341678431776,26.900847676372102,69.23096344337597,-79.68293426967159,4098.383834301301,2110.9271844938426,1680.5670372617042
City_1_53,1,Hot-Humid,26.039300378938073,38.66291753170871,27.358880241442574,70.30824347895295,-242.6269058181756,4270.774474833082,2169.914397814603,1715.8140616442756
City_1_54,1,Hot-Humid,29.656380464242147,37.47563262394692,21.811144682411268,69.00624977046228,101.04873994363663,4009.3961187529485,1968.9874151805104,1900.5783137883705
City_1_55,1,Hot-Humid,28.649803585562267,36.245699864695,22.86475914123481,73.57620514978707,124.05912634237977,4102.88776681175,1428.6428055034628,1409.0612319305421
City_1_56,1,Hot-Humid,25.397657487793133,37.55535364379702,25.66462802395918,67.51513463443446,410.23039510450457,4023.134926858572,1720.1635011119934,1733.9267005733723
City_1_57,1,Hot-Humid,36.18224377464596,38.51068168488641,24.502071703041853,84.71570950954356,229.07518991702952,4273.72631150647,1904.0797680992237,583.3354907160393
City_1_58,1,Hot-Humid,33.175273460548766,31.482521027153773,22.63348297466845,54.607678222398995,46.11863311108847,4143.508451159192,1713.9894891598108,1610.5754229340575
City_1_59,1,Hot-Humid,34.88584663671388,32.23979708357022,21.59323512128969,74.44452301103381,176.81308978786146,3993.4610503811814,1692.6180939928695,791.7528985175148
City_1_60,1,Hot-Humid,26.08659149848544,36.33934509766008,25.733196492193695,65.60120213672644,-2.7733834673387037,3788.15729562221,2096.788409906012,1053.1309524731703
City_1_61,1,Hot-Humid,27.04282186099337,36.00809303103569,23.93948476325512,67.07127167737656,78.59392800908843,3792.951535516125,1406.3337184057925,855.6857498865359
City_1_62,1,Hot-Humid,35.89417539874917,35.070527103943455,23.60054898401483,77.13979910734221,77.53439006183407,3955.8060800933554,2006.2012797930613,1546.867442690585
City_1_63,1,Hot-Humid,28.40849655716842,33.84836351871064,24.44989660569671,51.980788352644154,-203.03821243971043,4273.374853488905,1662.5347161331479,1545.4476886407617
City_1_64,1,Hot-Humid,31.7296708891673,35.62250030908707,31.157761616910477,86.19574911434577,74.4164817038467,3808.891911879915,1732.6172664550231,636.4469065425134
City_1_65,1,Hot-Humid,27.73094776414709,32.155492580804655,23.706854231514946,64.18451996385605,437.42832701451294,4176.32795138989,1989.1712386073382,1097.195958072303
City_1_66,1,Hot-Humid,30.232104922942856,33.27743159734347,28.046248154539313,80.38910043684659,-107.44923086529127,3961.9322643832784,1483.7759057987246,853.5481335175432
City_1_67,1,Hot-Humid,32.778532642594925,38.81883328094026,22.202864852361717,80.62969236690572,-30.128513824365427,3902.5749232470607,1386.5670240513057,713.1713036489248
City_1_68,1,Hot-Humid,30.14556488383448,33.33809976717792,25.540913651559677,74.49761890550863,52.21039062671805,3818.4872675916804,2169.470433275369,1757.9128266091645
City_1_69,1,Hot-Humid,28.269686008295,36.510782451651515,26.001834375248762,65.22444755201448,119.86646108584517,4150.2774246743575,1771.6126894698998,703.9623685885115
City_1_70,1,Hot-Humid,28.01212872316246,36.14119733718632,23.473481686914965,56.95117899335481,-225.50848757663255,4009.6169893322763,1314.8368247392036,1299.1160763949388
City_1_71,1,Hot-Humid,31.915777376332123,31.67695987546208,24.867840402705365,62.889838002375434,-30.36722156043183,4009.479734263283,1536.6042781939207,441.94641849015363
City_1_72,1,Hot-Humid,33.01887842764332,33.8462162609537,26.671384224130282,63.702931453423815,205.96083558305656,4288.31372413158,1671.5761885501583,941.3136454650834
City_1_73,1,Hot-Humid,31.73121638154162,34.59390922791401,25.742291746742616,68.9601481328418,117.31795749457999,3968.864552921584,1774.473113179912,1715.2917981648898
City_1_74,1,Hot-Humid,31.012807986225607,34.176246067755066,24.024787551855013,70.6744181218038,178.89042847565935,3915.8031038359472,1865.1972206962,1141.5177645844149
City_1_75,1,Hot-Humid,32.61337411029508,34.34795293566432,27.40242784432789,70.91924626978448,-307.6249070355708,3798.3827378165192,1662.6797856696064,742.4801734954557
City_1_76,1,Hot-Humid,30.055255137568654,38.352874624550566,25.653854747528325,72.80899471191135,265.88111623669784,3557.772938198423,2106.472110964547,1323.6283926451858
City_1_77,1,Hot-Humid,25.564241262660474,37.28750808641386,25.67699281498883,70.84712086099199,226.55637322125696,4454.138571560879,2093.8925830509575,1619.4749802041554
City_1_78,1,Hot-Humid,28.621917301379266,33.30031126107042,26.66067163308849,66.43916174091133,114.3132474438785,3904.4685106469765,1962.4586857406905,1778.178146171149
City_1_79,1,Hot-Humid,33.112619832773696,33.9799672022905,24.460250129413257,65.21236284217693,11.141347984777724,4075.4600986089704,1429.2513952326415,1500.0546231075193
City_1_80,1,Hot-Humid,32.60881776031698,37.7112757176099,25.8268698064474,93.76795812558066,-54.757839820714594,3751.0690593377167,1381.5977168014256,1835.211010400531
City_1_81,1,Hot-Humid,24.663839253287165,37.992088622978365,26.308731312708115,74.44415329089544,155.99372526396405,3774.9021905403247,1705.888678884466,1300.617623782366
City_1_82,1,Hot-Humid,30.32818438381468,36.451533247797386,25.962018463473427,77.23884024279131,-58.09489108906237,4094.293671427199,1776.2883601668132,1292.0870834891407
City_1_83,1,Hot-Humid,34.77955987991819,33.97756864713763,23.020790359482838,73.74213079900352,111.14498245773892,4218.83830369419,1791.2754357449292,918.2048669662345
City_1_84,1,Hot-Humid,29.525976304263033,34.14623786010516,22.975791249479663,58.451433281342304,264.6341167923829,4014.663593437681,1546.3459943659614,824.5157634132098
City_1_85,1,Hot-Humid,28.992645902129617,38.33804305057878,24.48081729727279,59.96857046881894,50.85138718281119,3945.455286050466,1698.3677727394797,954.0658091081863
City_1_86,1,Hot-Humid,29.307196409373965,36.392412729626834,28.69791218989069,86.26565029547757,46.2222618890339,3778.6948182516658,1285.3496680786438,1994.3736533227052
City_1_87,1,Hot-Humid,37.72007940974958,35.11843686802898,25.027858583825893,74.75874912889996,139.61695215357108,3971.1279176152116,1405.1396404820073,543.2378971945998
City_1_88,1,Hot-Humid,29.901740189352005,33.91315045773247,23.574308434645673,76.06430227691897,49.00455651582896,4300.798597716538,1724.39026932758,993.3729444888106
City_1_89,1,Hot-Humid,33.738255577492886,30.8532195351837,24.314624811839302,71.28559134004209,-181.50233894356427,3844.436662481825,1843.9995432390158,935.7215079765735
City_1_90,1,Hot-Humid,32.80703517944238,37.54311018998832,26.44334412808647,63.70948228782771,-4.904053255954736,4097.874912245584,1852.7461078518747,628.7290058841078
City_1_91,1,Hot-Humid,29.279023805525597,34.25035838490081,26.421919936406983,79.4426331148604,27.80676683618401,4231.86596067285,1868.0851365706462,568.9717317484777
City_1_92,1,Hot-Humid,31.779303773905152,34.38090712137202,25.652266044484236,62.488864236146966,284.8054038413802,3963.0195727114024,2017.4435617384408,815.2712330561767
City_1_93,1,Hot-Humid,27.886968928371722,32.18307740727288,21.886741652952193,81.0600995134564,-156.0858704992566,4350.958836396873,1752.0471808519803,985.0277524435701
City_1_94,1,Hot-Humid,30.633052401607856,34.806573776259214,23.9101618263821,78.9913611435207,92.47305951503033,4220.660376403304,2094.5522268940913,1639.7394607051674
City_1_95,1,Hot-Humid,28.90916336335843,34.88610875255787,25.615603537784118,57.89831607343375,-169.63708442114262,4148.652818804543,1339.3560740728242,1702.8744262387384
City_1_96,1,Hot-Humid,30.05530179919618,35.69516341072334,23.920480639381278,67.21695274597687,139.1690510195363,3804.3254444769937,1474.055220687206,1197.5204045284281
City_1_97,1,Hot-Humid,33.08746691197693,35.94519496482609,25.51205946862775,84.82690983945514,433.0948888925153,4202.874013003626,1375.3712786234496,1845.9415026649276
City_1_98,1,Hot-Humid,24.477377306005064,32.4408460665286,23.75036284460864,75.26091050210833,203.5318040938246,3854.851237369307,1282.7986679251264,1285.6737970394988
City_1_99,1,Hot-Humid,28.165446591024157,32.18667780630356,23.153533507778192,61.48315394383666,-95.17465059546655,4210.728359321568,1766.4046402968972,1056.8907239583793
City_2_0,2,Hot-Dry,33.47995370264267,37.36967224738975,25.283284439637573,47.00309879408991,384.8724347524452,3524.4019629290724,1696.3662472012363,1274.3171280504005
City_2_1,2,Hot-Dry,35.44781997885703,35.59364714974822,26.930023019006075,57.7080063563551,374.60658844244654,3862.489711599386,1446.402033239107,1674.3841718135595
City_2_2,2,Hot-Dry,33.89722321716656,38.94510889925346,28.24361992443439,24.297752801095434,354.57256483502624,3450.496272889699,2117.3135754622426,446.2735356541305
City_2_3,2,Hot-Dry,31.776699712699862,38.241344195101355,27.35540200186651,26.64655641289899,576.0395702011926,3622.1171490567644,2006.5611478614496,1385.8100600792911
City_2_4,2,Hot-Dry,34.50176646364671,37.91836015845687,26.859668577082704,23.39039066484009,585.9236438265172,3541.5375374326222,1380.5753451273335,1222.301414994733
City_2_5,2,Hot-Dry,28.756830378775213,39.10630570666581,26.92088969228669,46.81500697372624,505.66367522609187,3505.9512278991488,1519.1004732432557,1692.0478534712192
City_2_6,2,Hot-Dry,32.28836233082295,36.07544942258991,26.13100754513537,36.908278765313604,544.4267543267425,3404.250275667305,1539.8749637680662,1504.5801887517707
City_2_7,2,Hot-Dry,31.43938506751592,36.12053788345165,29.893955768707464,41.965547765115744,706.3689078937269,3202.8879253926057,2085.977748236187,1308.5537387281481
City_2_8,2,Hot-Dry,32.246851967826274,39.130960750130704,25.965423099799256,54.0934744018558,959.77962472385,3427.432287912068,2073.6771141863387,1971.3502445587312
City_2_9,2,Hot-Dry,30.663492435797686,39.9067689542354,30.159144291461423,34.771399728467316,415.9626365808285,3443.6430782278985,1554.6221576407765,717.0301849773471
City_2_10,2,Hot-Dry,28.987577699743795,35.46440486979174,26.930630225226437,42.342147325365204,810.1000985628154,3300.329191852242,1418.2538878650641,1909.9301311104057
City_2_11,2,Hot-Dry,34.95296719542975,36.572022311548984,26.901072580695136,46.748194921666034,275.45559568754027,3576.48194923681,2191.1686261369764,617.0090624901981
City_2_12,2,Hot-Dry,32.49935662463917,37.9849025280163,27.578337287815636,64.55300139910895,372.4520031497368,3393.8006089996366,1420.4862090701754,535.5888718596582
City_2_13,2,Hot-Dry,30.087838618080447,39.3780330622151,29.84100849597971,34.29253706250524,333.52888537915425,3594.283111277281,2015.8331249906178,603.9930293059892
City_2_14,2,Hot-Dry,32.6087690625539,33.968511770005534,30.095010402660122,57.95877673095522,377.4422619031228,3422.4596880128033,2088.748079868977,1920.172696813556
City_2_15,2,Hot-Dry,32.857596172174716,37.66891357997405,28.317088545345662,60.102045387663495,464.6105545011901,3340.3405510923094,1572.688517012314,667.5568107685872
City_2_16,2,Hot-Dry,31.900619081378608,40.589115727035576,25.964777401927655,42.237879516388986,496.71542078544957,3737.678654689617,1680.586577326648,1266.3340123871317
City_2_17,2,Hot-Dry,30.531681672445334,39.08832175413814,28.363782979252623,58.46707325736034,616.7856370651928,3428.141581842588,1997.426021606928,1385.213302385166
City_2_18,2,Hot-Dry,34.46144654359209,38.014548062214594,29.13334937917831,51.692955904456724,776.4317982075054,3629.7419775179287,1358.6051052930736,1785.5673665580712
City_2_19,2,Hot-Dry,31.498645759049438,37.293427372866645,29.413017933016715,31.83064329012764,573.7346617745802,3421.332237534528,2032.134177957742,1113.4419207695053
City_2_20,2,Hot-Dry,32.57329720405971,37.092873096312296,24.28028771804016,47.46253566027221,629.0968362282151,3932.650944661092,1979.8453951511435,392.5651498885251
City_2_21,2,Hot-Dry,32.74815105113227,40.15490655952695,26.809408935226095,42.790215257703395,621.5793019433079,3537.3218246312717,1302.5097279906793,1887.0112770256121
City_2_22,2,Hot-Dry,30.660699156348414,37.38817998579662,29.147263499719543,29.7348470058894,526.5939348293753,3359.9758370121654,1545.8830569529568,1317.647931981459
City_2_23,2,Hot-Dry,30.323234458185233,37.75442375012904,30.131048058468682,39.34249738927012,388.96009466136036,3876.231413888118,1473.6266662816658,1994.8241002838802
City_2_24,2,Hot-Dry,27.65595829875127,32.60238808675984,27.880028900106666,34.97945775647389,295.75343657385736,3641.6712894598704,1282.3810456158426,1424.8987437344836
City_2_25,2,Hot-Dry,28.159086803987318,38.74491465656029,28.30040235591732,39.00824136220617,869.3273992095332,3285.9830467347697,1597.5943979627943,693.587364227606
City_2_26,2,Hot-Dry,31.863241950933507,37.48667889864539,26.51752788428734,43.520553965142966,249.69211516191115,3788.752920814652,2064.358249839637,1051.7778320448028
City_2_27,2,Hot-Dry,33.028176039133115,37.913506438307564,28.13953456046441,44.47708560017315,628.5445519735088,3765.830506026486,1331.2448776823876,258.5471230842534
City_2_28,2,Hot-Dry,32.58956350910441,38.418007515177024,26.820528611425548,54.40117215449473,364.7215395881461,3860.188086582163,1400.5247267003367,1084.8701841345865
City_2_29,2,Hot-Dry,32.38431324473237,35.63789668505024,28.68128709797745,33.47376020697609,410.76331335704407,3122.0918538108936,1211.6205399081007,330.404398030206
City_2_30,2,Hot-Dry,30.64308104225277,32.15224134674209,23.832194353028555,47.604146561442974,657.1600317301665,3585.091512356993,1979.8509888933497,271.31388562704285
City_2_31,2,Hot-Dry,29.09907157061236,36.90457728771604,26.992794921818863,28.416353108074578,800.6796603534301,3675.4724581151345,1759.648683486914,217.58752535453058
City_2_32,2,Hot-Dry,32.62514842384266,32.916530263151415,26.505645234958806,33.180157520022014,299.6759980210169,3443.779941422809,1767.540848261558,1441.0369444470784
City_2_33,2,Hot-Dry,30.28646303065161,38.145165562712315,29.798710873172006,49.246336829127685,511.9260739840348,3370.6126444588854,1909.0605194509164,1767.7444227429542
City_2_34,2,Hot-Dry,34.6855796600832,38.27034360336394,29.09910543063867,34.64764788439432,763.4788131268651,3539.51992093848,1652.3182845183,1358.4398513537449
City_2_35,2,Hot-Dry,37.207891409495744,37.39582156692529,25.697163992771102,35.16114165945678,435.930538361136,3584.833189280383,2175.865255819131,806.4124251879923
City_2_36,2,Hot-Dry,33.5685064641065,35.85259999212284,26.951290815478036,61.42270358611864,845.5086340201423,3587.2647339348064,1428.4547413312987,1993.4010489021355
City_2_37,2,Hot-Dry,32.1140104345046,37.240062653436524,28.227035945460834,29.772074348015945,448.52469251533097,3166.283185224482,2068.2725054083803,1508.9043255793545
City_2_38,2,Hot-Dry,30.550440613101877,40.14797352658007,24.548468673995316,25.3562511979018,544.8903637119944,3709.419660522431,1638.6154191895905,1505.4637887472456
City_2_39,2,Hot-Dry,35.236042500293884,36.92298306099858,26.65474540011836,48.83659937486672,630.464575682684,3184.72156860315,2112.363345616691,579.1919402101998
City_2_40,2,Hot-Dry,36.42962104917768,39.760182708294906,25.74887459698094,43.95803533437409,598.8060372565478,3552.1347531647816,1379.683108870242,627.5779848629797
City_2_41,2,Hot-Dry,31.923337787025662,39.34545803851873,28.087200309188866,36.29385667913894,654.3397421296689,2930.291475873985,1559.2333693997657,1267.3115325828694
City_2_42,2,Hot-Dry,30.912677175790602,34.760660210747716,24.41063704855819,51.608267873785195,406.4597597376217,3569.3007763461433,2169.8210450785446,1016.8211744905507
City_2_43,2,Hot-Dry,32.23046567318077,34.43401555162286,28.99253363889428,35.06243416838687,188.68362026804976,3414.3769678068174,1817.14498660403,1472.1989903938024
City_2_44,2,Hot-Dry,30.954043596776422,36.30148459136314,26.356729897565234,60.76747983560841,576.3870904463107,3586.008329438214,1785.354364396752,1762.8883049238655
City_2_45,2,Hot-Dry,31.22287356253789,36.607300301830044,26.85679748117187,39.627777634901584,645.525908727396,3510.38917716146,1239.3435406685096,419.7978452180482
City_2_46,2,Hot-Dry,34.19792023164674,36.838566839782835,27.15727038063218,20.017993154678923,683.2655349404963,3569.2976951795986,1654.7398556338592,1128.0728514426505
City_2_47,2,Hot-Dry,38.265124114342186,36.72082074368965,29.216365633475032,29.60094072874469,622.5547810125139,3289.316887365269,2169.9120461072703,369.0212884209531
City_2_48,2,Hot-Dry,30.128693117912583,40.82806270773357,26.618635198473307,42.17432873179723,674.0135461377508,3599.136377594521,2144.6142194740232,1429.8464509213625
City_2_49,2,Hot-Dry,39.21024675571483,36.88476240593283,27.402198093429934,50.50654396007612,721.1051865915967,3737.406061112076,1415.6751523977173,1385.993846418783
City_2_50,2,Hot-Dry,36.90029459690329,34.707309213962624,27.605270930478067,32.45724149980642,487.1723306814015,3565.7524820606964,2070.753450337259,1608.2938713048923
City_2_51,2,Hot-Dry,36.84113380717594,37.90706860302796,26.511686729418702,49.64087168288358,737.8940977849281,3254.4784369726017,2007.8459419412586,1572.1132425979083
City_2_52,2,Hot-Dry,31.107309489920024,39.75141362662324,26.699888825934945,41.255764534715425,465.38563514322607,3503.1158095162937,1524.5858299002703,859.6307627685162
City_2_53,2,Hot-Dry,36.783515189674915,35.306077303363345,25.017215301087386,18.466098863962852,372.20765046209954,3235.3820413185003,1427.2696272631515,331.75266278319856
City_2_54,2,Hot-Dry,36.92604548040911,39.019634178685266,25.623699309644554,62.52435805344309,696.3530973983188,3435.0337232982756,1719.081785136218,1062.5273797335158
City_2_55,2,Hot-Dry,27.831282599709212,33.709202506086214,29.04514086401928,64.39752406339272,776.8545637021036,3612.781824010472,2012.9857387160935,1492.62153720769
City_2_56,2,Hot-Dry,34.276785769360295,37.56238284793875,27.208402207903752,39.374068721004775,349.20708222666474,3443.8649846266453,1685.8717591863256,662.1978218969143
City_2_57,2,Hot-Dry,29.03422667854725,34.79282136556846,27.359788302306956,53.92002286344599,683.6633212004626,3185.8998792753646,1916.1506742231936,690.7232013203608
City_2_58,2,Hot-Dry,29.052537819385073,36.55073370000595,28.100104198049102,30.316555451363648,521.075101229192,3233.194901016359,1909.0462617224327,392.3784615705389
City_2_59,2,Hot-Dry,27.22101879940499,37.8809494759208,26.96072440214664,45.52489954417148,544.7828268129323,3772.828085994769,1243.4125328548191,1339.6724760692402
City_2_60,2,Hot-Dry,32.36689250909685,38.08659605807278,27.097720140651408,40.405916912038826,359.6016624386489,3367.4198164898103,1810.9809888509917,939.8512456520684
City_2_61,2,Hot-Dry,28.268410293826143,35.61418960440818,25.563185468861604,48.949243769444415,441.01006434159444,3749.548414534747,1867.5498992914704,371.9635649024027
City_2_62,2,Hot-Dry,29.493958840220728,41.29029825554677,24.624803161940974,43.09820710227027,626.7553761864197,3582.7598194903,1416.7398000907756,372.2861999362911
City_2_63,2,Hot-Dry,32.13143441593733,36.70599599674302,28.92775823358982,62.10523001591351,388.5016429984332,3226.0394040841843,1794.476335186173,1094.180345946505
City_2_64,2,Hot-Dry,29.588976296090806,40.27823361088814,30.355401628152883,34.46411758292005,613.796615837055,3825.6793246257075,1474.1606665598058,342.9548641801759
City_2_65,2,Hot-Dry,30.254957258154068,34.97048653861427,25.701444909867988,27.760597332377436,506.8166936518452,3346.005353788272,1267.6125635922149,1640.6417140802507
City_2_66,2,Hot-Dry,32.70135773537224,33.888208707592746,27.661760464428916,48.33528961608925,101.25287148570891,3574.8113139695142,1533.001913058198,1405.0765193567422
City_2_67,2,Hot-Dry,37.01771716051311,37.83803801873209,25.589976288483182,39.44230922342294,611.6653825043445,3515.2010782824823,1375.3029423576597,1442.0088034771984
